,Protein Annotation,Day21-ETP,sgRNA_vs_Target,sgRNA_vs_Mutated,Mutated_vs_Target,TID,MatchResult
7423,95.05,-0.7234543929999999,19,20,19,1,0
7424,95.05,-0.779777921,19,20,19,1,0
7425,95.05,-0.8032522940000001,9,5,16,1,1
7426,95.05,-0.8032522940000001,9,5,16,1,1
7427,95.05,-0.8032522940000001,9,5,16,1,1
7428,95.05,-0.829345452,19,20,19,1,0
7429,95.05,-0.837417194,19,20,19,1,0
7430,95.05,-0.848051977,9,5,16,1,1
7431,95.05,-0.858625071,19,20,19,1,0
7432,95.05,-0.872845445,15,7,12,1,1
7433,95.05,-0.872845445,15,7,12,1,1
7434,95.05,-0.872845445,15,7,12,1,1
7435,95.05,-0.872845445,15,7,12,1,1
7436,95.05,-0.8749334559999999,18,6,8,1,1
7437,95.05,-0.879621703,17,6,8,1,1
7438,95.05,-0.893059273,18,7,9,1,1
7439,95.05,-0.893059273,18,7,9,1,1
7440,95.05,-0.903684869,19,20,19,1,0
7441,95.05,-0.928863209,15,5,10,1,1
7442,95.05,-0.940068195,7,7,20,1,1
7443,95.05,-0.94401012,6,6,19,1,1
7444,95.05,-0.95387045,19,20,19,1,0
7445,95.05,-0.987653127,19,20,19,1,0
7446,1.23,-1.503537591,20,20,20,0,1
7447,95.05,-0.994992728,18,6,8,1,1
7448,95.05,-1.021032649,19,20,19,1,0
7449,95.05,-1.021032649,19,6,7,1,1
7450,95.05,-1.028780641,19,20,19,1,0
7451,95.05,-1.048708949,19,20,19,1,0
7452,95.05,-1.05068529,19,20,19,1,0
7453,95.05,-1.053036492,9,5,16,1,1
7454,95.05,-1.055812198,13,7,14,1,1
7455,95.05,-1.055812198,13,7,14,1,1
7456,95.05,-1.06106253,14,5,11,1,1
7457,95.05,-1.114321109,19,20,19,1,0
7458,95.05,-1.163698839,18,6,7,1,1
7459,95.05,-1.17512856,19,20,19,1,0
7460,95.05,-1.183566211,19,20,19,1,0
7461,95.05,-1.196101697,19,20,19,1,0
7462,95.05,-1.196101697,19,7,8,1,1
7463,95.05,-1.196101697,19,7,8,1,1
7464,95.05,-1.196530416,19,20,19,1,0
7465,95.05,-1.199085739,17,6,9,1,1
7466,95.05,-1.2018986459999998,20,7,7,1,1
7467,95.05,-1.217955905,7,6,19,1,1
7468,95.05,-1.218267866,19,20,19,1,0
7469,95.05,-1.238681266,19,20,19,1,0
7470,95.05,-1.242753336,14,5,11,1,1
7471,95.05,-1.242753336,14,5,11,1,1
7472,95.05,-1.242753336,14,5,11,1,1
7473,95.05,-1.245504323,8,6,17,1,1
7474,95.05,-1.25964266,19,20,19,1,0
7475,95.05,-1.267624787,14,5,11,1,1
7476,46.43,0.582403647,20,20,20,1,1
7477,95.05,-1.281120539,19,20,19,1,0
7478,95.05,-1.281998236,9,5,16,1,1
7479,95.05,-1.30839286,19,20,19,1,0
7480,32.97,0.582055447,20,20,20,1,1
7481,9.07,0.581922329,20,20,20,1,1
7482,95.05,-1.308684452,9,5,16,1,1
7483,95.05,-1.330125077,14,5,11,1,1
7484,95.05,-1.339335229,19,20,19,1,0
7485,95.05,-1.352462979,15,6,11,1,1
7486,95.05,-1.361644951,13,6,13,1,1
7487,95.05,-1.363310299,19,20,19,1,0
7488,95.05,-1.387097513,19,20,19,1,0
7489,95.05,-1.392584295,10,7,17,1,1
7490,95.05,-1.392584295,10,7,17,1,1
7491,40.93,0.5762932,20,20,20,1,1
7492,95.05,-1.392584295,10,7,17,1,1
7493,95.05,-1.392584295,10,7,17,1,1
7494,3.02,0.57577877,20,20,20,1,1
7495,95.05,-1.392678294,12,6,14,1,1
7496,95.05,-1.407683897,14,5,11,1,1
7497,95.05,-1.426855896,17,7,10,1,1
7498,95.05,-1.426855896,17,7,10,1,1
7499,95.05,-1.4414807040000002,8,6,18,1,1
7500,95.05,-1.446822504,16,7,11,1,1
7501,95.05,-1.446822504,16,7,11,1,1
7502,95.05,-1.446822504,16,7,11,1,1
7503,95.05,-1.456581808,9,6,17,1,1
7504,95.05,-1.465892614,19,20,19,1,0
7505,95.05,-1.479100731,19,20,19,1,0
7506,95.05,-1.510110871,19,20,19,1,0
7507,95.05,-1.5175999569999998,19,20,19,1,0
7508,95.05,-1.525867204,19,20,19,1,0
7509,95.05,-1.55040934,19,20,19,1,0
7510,95.05,-1.5538525680000002,19,20,19,1,0
7511,95.05,-1.554032411,8,7,19,1,1
7512,95.05,-1.554032411,8,7,19,1,1
7513,95.05,-1.561127866,15,6,11,1,1
7514,95.05,-1.613198585,15,5,10,1,1
7515,95.05,-1.657906902,14,5,11,1,1
7516,95.05,-1.679343231,11,5,14,1,1
7517,95.05,-1.679343231,11,5,14,1,1
7518,95.05,-1.685843829,19,20,19,1,0
7519,95.05,-1.695257147,12,6,14,1,1
7520,95.05,-1.8076547,19,20,19,1,0
7521,95.05,-1.812741585,14,6,12,1,1
7522,95.05,-1.877261261,14,5,11,1,1
7523,61.26,0.564499199,20,20,20,1,1
7524,95.05,-1.91310055,9,5,16,1,1
7525,95.05,-1.917380615,19,20,19,1,0
7526,95.05,-1.919918637,19,20,19,1,0
7527,95.05,-1.934777587,19,20,19,1,0
7528,95.05,-1.973698316,19,20,19,1,0
7529,95.05,-1.973698316,19,6,7,1,1
7530,95.05,-2.0012243240000003,16,6,10,1,1
7531,95.05,-2.001436602,19,20,19,1,0
7532,95.05,-2.002395376,14,6,12,1,1
7533,95.05,-2.034337809,19,20,19,1,0
7534,95.05,-2.053227856,19,20,19,1,0
7535,95.05,-2.125946033,19,20,19,1,0
7536,95.05,-2.140454605,13,7,12,1,1
7537,95.05,-2.153829197,7,6,19,1,1
7538,95.05,-2.206550616,14,7,13,1,1
7539,95.05,-2.206550616,14,7,13,1,1
7540,45.88,0.556855027,20,20,20,1,1
7541,95.05,-2.232573018,19,20,19,1,0
7542,95.05,-2.335812283,12,7,15,1,1
7543,95.05,-2.335812283,12,7,15,1,1
7544,95.05,-2.335812283,12,7,15,1,1
7545,95.05,-2.337047022,19,20,19,1,0
7546,95.05,-2.3633581,15,5,10,1,1
7547,95.05,-2.3633581,15,5,10,1,1
7548,95.05,-2.372877811,13,6,13,1,1
7549,95.05,-2.394124664,19,20,19,1,0
7550,79.67,0.549942641,20,20,20,1,1
7551,95.05,-2.483236799,11,7,16,1,1
7552,95.05,-2.483236799,11,7,16,1,1
7553,95.05,-2.493074011,9,6,17,1,1
7554,95.05,-2.558249449,19,20,19,1,0
7555,95.05,-2.587019277,16,6,9,1,1
7556,95.05,-2.590350216,11,5,14,1,1
7557,95.05,-2.638810041,19,20,19,1,0
7558,95.05,-2.662347997,19,20,19,1,0
7559,95.05,-2.689856318,9,7,18,1,1
7560,95.05,-2.689856318,9,7,18,1,1
7561,95.05,-2.71643741,17,6,9,1,1
7562,95.05,-2.735720882,12,6,13,1,1
7563,95.05,-2.788653603,11,5,14,1,1
7564,95.05,-2.922231558,10,6,16,1,1
7565,95.05,-3.278863092,19,20,19,1,0
7566,95.05,-3.480132417,19,20,19,1,0
7567,95.05,-3.513373762,11,5,14,1,1
7568,95.05,-3.643211933,19,20,19,1,0
7569,95.05,-3.798543021,10,6,15,1,1
7570,95.05,-3.966000492,16,6,10,1,1
7571,95.05,-4.475976537,19,20,19,1,0
7572,95.05,-4.645314321,9,5,16,1,1
7573,11.54,3.719980455,19,20,19,1,0
7574,11.54,3.681104976,19,20,19,1,0
7575,11.54,3.678129247,19,20,19,1,0
7576,11.54,3.620119038,19,20,19,1,0
7577,11.54,3.600464825,19,20,19,1,0
7578,11.54,3.59811777,19,20,19,1,0
7579,11.54,3.540861193,19,20,19,1,0
7580,11.54,3.51999371,19,20,19,1,0
7581,11.54,3.500219803,19,20,19,1,0
7582,11.54,3.499602975,19,20,19,1,0
7583,11.54,3.485949487,19,20,19,1,0
7584,11.54,3.436781947,19,20,19,1,0
7585,11.54,3.414835252,19,20,19,1,0
7586,11.54,3.414835252,19,6,7,1,1
7587,11.54,3.410782759,19,20,19,1,0
7588,11.54,3.402862545,19,20,19,1,0
7589,11.54,3.399753207,19,20,19,1,0
7590,11.54,3.3937281880000003,14,6,12,1,1
7591,11.54,3.373626704,16,6,10,1,1
7592,11.54,3.314782177,19,20,19,1,0
7593,11.54,3.309307585,19,20,19,1,0
7594,11.54,3.309307585,19,6,7,1,1
7595,11.54,3.30888292,16,7,11,1,1
7596,11.54,3.30888292,16,7,11,1,1
7597,11.54,3.30621564,19,20,19,1,0
7598,11.54,3.285604669,19,20,19,1,0
7599,11.54,3.279441644,16,6,10,1,1
7600,11.54,3.261792176,19,20,19,1,0
7601,11.54,3.256727513,19,20,19,1,0
7602,11.54,3.231579813,19,20,19,1,0
7603,11.54,3.220904304,14,6,12,1,1
7604,11.54,3.211003277,19,20,19,1,0
7605,11.54,3.192685132,6,6,19,1,1
7606,11.54,3.174033485,19,20,19,1,0
7607,11.54,3.153457192,18,6,8,1,1
7608,11.54,3.147146063,19,20,19,1,0
7609,11.54,3.145039648,19,20,19,1,0
7610,11.54,3.093758024,19,20,19,1,0
7611,11.54,3.091213907,19,20,19,1,0
7612,11.54,3.08404999,19,20,19,1,0
7613,11.54,3.0832368760000004,15,7,12,1,1
7614,11.54,3.0832368760000004,15,7,12,1,1
7615,11.54,3.0832368760000004,15,7,12,1,1
7616,11.54,3.076594731,19,20,19,1,0
7617,11.54,3.065395887,14,5,11,1,1
7618,11.54,3.060152222,13,5,12,1,1
7619,11.54,3.060152222,13,5,12,1,1
7620,11.54,3.035716289,19,20,19,1,0
7621,11.54,3.018029219,19,20,19,1,0
7622,11.54,3.018029219,19,7,8,1,1
7623,86.81,0.51824108,20,20,20,1,1
7624,11.54,3.018029219,19,7,8,1,1
7625,11.54,3.017918302,19,20,19,1,0
7626,11.54,3.008752706,20,7,7,1,1
7627,11.54,3.0059254660000003,14,7,13,1,1
7628,11.54,3.0059254660000003,14,7,13,1,1
7629,11.54,3.0059254660000003,14,7,13,1,1
7630,11.54,3.000449759,18,6,8,1,1
7631,11.54,2.990069655,18,6,7,1,1
7632,11.54,2.9815387060000003,19,20,19,1,0
7633,11.54,2.958167215,19,20,19,1,0
7634,11.54,2.941428024,19,20,19,1,0
7635,11.54,2.938472561,19,20,19,1,0
7636,11.54,2.9246504260000004,18,7,9,1,1
7637,11.54,2.9246504260000004,18,7,9,1,1
7638,56.04,0.511013199,20,20,20,1,1
7639,11.54,2.9246504260000004,18,7,9,1,1
7640,11.54,2.9246504260000004,18,7,9,1,1
7641,11.54,2.922399001,19,20,19,1,0
7642,11.54,2.908239586,19,20,19,1,0
7643,11.54,2.9048407760000003,19,20,19,1,0
7644,11.54,2.900193634,19,20,19,1,0
7645,11.54,2.880856737,17,5,8,1,1
7646,11.54,2.88074839,19,20,19,1,0
7647,11.54,2.872647918,19,20,19,1,0
7648,11.54,2.843111191,19,20,19,1,0
7649,11.54,2.798857979,19,20,19,1,0
7650,11.54,2.780466283,19,20,19,1,0
7651,11.54,2.7222668010000004,19,20,19,1,0
7652,11.54,2.700704613,19,20,19,1,0
7653,11.54,2.643459908,17,5,8,1,1
7654,11.54,2.637771611,19,20,19,1,0
7655,9.07,0.506363125,20,20,20,1,1
7656,11.54,2.616801686,17,5,8,1,1
7657,11.54,2.601427926,19,20,19,1,0
7658,11.54,2.592727885,19,20,19,1,0
7659,11.54,2.585840635,19,20,19,1,0
7660,11.54,2.56714877,17,7,10,1,1
7661,11.54,2.56714877,17,7,10,1,1
7662,11.54,2.5323025830000003,19,20,19,1,0
7663,11.54,2.469277687,19,20,19,1,0
7664,11.54,2.305813513,17,6,9,1,1
7665,11.54,2.299654308,11,5,14,1,1
7666,11.54,2.118161665,19,20,19,1,0
7667,11.54,1.843753286,13,5,12,1,1
7668,36.26,0.501871582,20,20,20,1,1
7669,11.54,1.804568834,19,20,19,1,0
7670,11.54,1.6382362680000002,17,6,9,1,1
7671,11.54,1.4881904540000002,11,5,14,1,1
7672,11.54,1.4881904540000002,11,5,14,1,1
7673,11.54,1.4881904540000002,11,5,14,1,1
7674,11.54,1.412926716,19,20,19,1,0
7675,11.54,1.349844285,11,5,14,1,1
7676,11.54,1.33886884,13,7,14,1,1
7677,11.54,1.33886884,13,7,14,1,1
7678,59.89,0.499010643,20,20,20,1,1
7679,11.54,1.028862921,17,5,8,1,1
7680,11.54,1.028862921,17,5,8,1,1
7681,11.54,1.028862921,17,5,8,1,1
7682,11.54,0.8657560259999999,13,5,12,1,1
7683,11.54,0.6800824790000001,14,5,11,1,1
7684,11.54,0.479938665,19,20,19,1,0
7685,11.54,0.434858087,13,5,12,1,1
7686,55.77,0.497412533,20,20,20,1,1
7687,11.54,0.292357132,12,7,15,1,1
7688,11.54,0.292357132,12,7,15,1,1
7689,11.54,0.292357132,12,7,15,1,1
7690,11.54,0.292357132,12,7,15,1,1
7691,11.54,-0.02060224,15,6,11,1,1
7692,11.54,-0.072077425,8,6,18,1,1
7693,11.54,-0.32021927,14,5,11,1,1
7694,11.54,-0.334795921,7,6,19,1,1
7695,11.54,-0.388240903,15,6,11,1,1
7696,11.54,-0.414226208,14,5,11,1,1
7697,11.54,-0.414226208,14,5,11,1,1
7698,11.54,-0.465511754,19,20,19,1,0
7699,11.54,-0.625929317,11,6,15,1,1
7700,11.54,-0.654534984,17,5,8,1,1
7701,11.54,-0.67515313,17,5,8,1,1
7702,11.54,-0.684004029,11,5,14,1,1
7703,11.54,-0.684431418,16,6,9,1,1
7704,11.54,-0.745622784,12,6,14,1,1
7705,11.54,-0.85705023,7,7,20,1,1
7706,11.54,-0.918815514,13,6,13,1,1
7707,11.54,-0.998505793,9,6,17,1,1
7708,11.54,-1.169024498,9,7,18,1,1
7709,11.54,-1.169024498,9,7,18,1,1
7710,11.54,-1.277107781,10,7,17,1,1
7711,11.54,-1.277107781,10,7,17,1,1
7712,11.54,-1.35195166,17,5,8,1,1
7713,11.54,-1.371373846,12,6,14,1,1
7714,11.54,-1.529896449,12,7,13,1,1
7715,11.54,-1.674491367,13,6,13,1,1
7716,11.54,-1.696061031,9,6,17,1,1
7717,11.54,-1.753025556,10,6,16,1,1
7718,11.54,-2.015901375,8,7,19,1,1
7719,11.54,-2.015901375,8,7,19,1,1
7720,11.54,-2.057299004,10,6,15,1,1
7721,11.54,-2.143921453,11,5,14,1,1
7722,11.54,-2.38976325,15,6,10,1,1
7723,11.54,-2.3912946230000003,11,6,15,1,1
7724,11.54,-2.589881069,8,6,17,1,1
7725,11.54,-2.897780852,8,6,18,1,1
7726,11.54,-2.9785171060000004,7,6,19,1,1
7727,11.54,-3.1126969410000003,11,5,14,1,1
7728,11.54,-3.286149707,10,6,16,1,1
7729,11.54,-4.019211404,11,7,16,1,1
7730,11.54,-4.019211404,11,7,16,1,1
7731,11.54,-4.390979297,11,5,14,1,1
7732,94.51,0.417380739,16,6,9,1,1
7733,94.51,0.3615152270000001,19,20,19,1,0
7734,94.51,0.018005926999999998,10,6,16,1,1
7735,94.51,-0.017246433999999998,18,5,7,1,1
7736,94.51,-0.017246433999999998,18,5,7,1,1
7737,94.51,-0.040344658,12,6,13,1,1
7738,94.51,-0.160182317,19,20,19,1,0
7739,94.51,-0.181508709,19,20,19,1,0
7740,94.51,-0.189529502,20,7,7,1,1
7741,94.51,-0.230526347,14,5,11,1,1
7742,94.51,-0.268279229,8,5,17,1,1
7743,94.51,-0.304708825,19,20,19,1,0
7744,94.51,-0.318068069,19,20,19,1,0
7745,94.51,-0.353047264,10,5,15,1,1
7746,94.51,-0.37218797,10,5,15,1,1
7747,94.51,-0.37218797,10,5,15,1,1
7748,94.51,-0.37218797,10,5,15,1,1
7749,94.51,-0.408239526,19,20,19,1,0
7750,94.51,-0.41032526,18,5,7,1,1
7751,94.51,-0.477966324,19,20,19,1,0
7752,94.51,-0.516999267,19,20,19,1,0
7753,94.51,-0.523994814,8,7,19,1,1
7754,94.51,-0.523994814,8,7,19,1,1
7755,94.51,-0.544266675,19,20,19,1,0
7756,94.51,-0.629333418,10,5,15,1,1
7757,94.51,-0.6415042470000001,19,20,19,1,0
7758,94.51,-0.647097846,7,7,20,1,1
7759,94.51,-0.6629601860000001,19,20,19,1,0
7760,94.51,-0.667721415,10,5,15,1,1
7761,94.51,-0.70784126,17,6,9,1,1
7762,94.51,-0.7464069759999999,11,6,14,1,1
7763,94.51,-0.7877558840000001,12,7,15,1,1
7764,94.51,-0.7877558840000001,12,7,15,1,1
7765,94.51,-0.8008006320000001,19,20,19,1,0
7766,94.51,-0.80130386,15,6,11,1,1
7767,94.51,-0.8049739020000001,16,6,10,1,1
7768,94.51,-0.846718183,8,5,17,1,1
7769,94.51,-0.847518129,19,20,19,1,0
7770,94.51,-0.850229784,19,20,19,1,0
7771,94.51,-0.8631775159999999,18,5,7,1,1
7772,94.51,-0.866900806,19,20,19,1,0
7773,94.51,-0.88386941,19,20,19,1,0
7774,94.51,-0.8920879970000001,11,6,15,1,1
7775,94.51,-0.97641635,19,20,19,1,0
7776,94.51,-1.002261645,19,20,19,1,0
7777,94.51,-1.026854711,11,6,15,1,1
7778,94.51,-1.0280567859999998,19,20,19,1,0
7779,94.51,-1.073241966,14,6,12,1,1
7780,94.51,-1.08544596,7,6,19,1,1
7781,94.51,-1.094984536,6,6,19,1,1
7782,94.51,-1.157589936,19,20,19,1,0
7783,94.51,-1.166141998,9,6,16,1,1
7784,94.51,-1.169769131,19,20,19,1,0
7785,94.51,-1.224362521,13,6,12,1,1
7786,94.51,-1.261162443,8,6,18,1,1
7787,94.51,-1.261684981,19,20,19,1,0
7788,94.51,-1.266736543,19,20,19,1,0
7789,94.51,-1.288641235,19,20,19,1,0
7790,94.51,-1.295363773,13,7,14,1,1
7791,94.51,-1.295363773,13,7,14,1,1
7792,94.51,-1.309874204,19,20,19,1,0
7793,94.51,-1.318422367,19,20,19,1,0
7794,94.51,-1.3215318109999998,8,5,17,1,1
7795,94.51,-1.3215318109999998,8,5,17,1,1
7796,94.51,-1.379930839,16,6,10,1,1
7797,94.51,-1.38786131,19,20,19,1,0
7798,94.51,-1.3935405019999998,19,20,19,1,0
7799,94.51,-1.420935392,19,20,19,1,0
7800,94.51,-1.429069264,7,6,18,1,1
7801,94.51,-1.4532908169999998,19,20,19,1,0
7802,94.51,-1.4662331919999998,10,7,17,1,1
7803,94.51,-1.4662331919999998,10,7,17,1,1
7804,94.51,-1.488213643,18,7,9,1,1
7805,94.51,-1.488213643,18,7,9,1,1
7806,94.51,-1.500600558,19,20,19,1,0
7807,94.51,-1.500600558,19,6,7,1,1
7808,94.51,-1.5058690890000002,19,20,19,1,0
7809,94.51,-1.514468933,19,20,19,1,0
7810,94.51,-1.519785481,19,20,19,1,0
7811,94.51,-1.598313636,19,20,19,1,0
7812,94.51,-1.602713164,8,6,18,1,1
7813,94.51,-1.624802237,19,20,19,1,0
7814,94.51,-1.62845546,19,20,19,1,0
7815,94.51,-1.630145363,19,20,19,1,0
7816,94.51,-1.637188053,15,6,11,1,1
7817,94.51,-1.638463777,19,20,19,1,0
7818,94.51,-1.645405474,17,7,10,1,1
7819,94.51,-1.645405474,17,7,10,1,1
7820,19.51,0.439488905,20,20,20,1,1
7821,94.51,-1.699578731,13,6,13,1,1
7822,94.51,-1.728451963,19,20,19,1,0
7823,94.51,-1.728451963,19,7,8,1,1
7824,94.51,-1.728451963,19,7,8,1,1
7825,94.51,-1.728451963,19,7,8,1,1
7826,94.51,-1.731922172,15,6,10,1,1
7827,94.51,-1.759208123,10,6,16,1,1
7828,94.51,-1.764757278,19,20,19,1,0
7829,94.51,-1.813854251,19,20,19,1,0
7830,94.51,-1.825035279,19,20,19,1,0
7831,94.51,-1.825035279,19,6,7,1,1
7832,94.51,-1.835534194,19,20,19,1,0
7833,94.51,-1.842670455,12,6,14,1,1
7834,94.51,-1.856191009,10,5,15,1,1
7835,94.51,-1.865998175,14,5,11,1,1
7836,94.51,-1.865998175,14,5,11,1,1
7837,94.51,-1.865998175,14,5,11,1,1
7838,94.51,-1.868306255,19,20,19,1,0
7839,94.51,-1.893612841,14,5,11,1,1
7840,94.51,-1.909100913,8,5,17,1,1
7841,94.51,-1.913903355,19,20,19,1,0
7842,94.51,-1.917089648,19,20,19,1,0
7843,94.51,-1.926177312,12,6,14,1,1
7844,94.51,-1.940848323,9,7,18,1,1
7845,94.51,-1.940848323,9,7,18,1,1
7846,94.51,-1.940848323,9,7,18,1,1
7847,94.51,-1.960734113,14,5,11,1,1
7848,94.51,-1.962367593,9,6,17,1,1
7849,94.51,-2.029453667,19,20,19,1,0
7850,94.51,-2.063616521,19,20,19,1,0
7851,94.51,-2.082615177,14,5,11,1,1
7852,94.51,-2.089710818,19,20,19,1,0
7853,94.51,-2.10527519,19,20,19,1,0
7854,94.51,-2.107460949,16,7,11,1,1
7855,94.51,-2.107460949,16,7,11,1,1
7856,94.51,-2.217863318,18,6,8,1,1
7857,94.51,-2.244825364,11,7,16,1,1
7858,94.51,-2.244825364,11,7,16,1,1
7859,94.51,-2.244825364,11,7,16,1,1
7860,94.51,-2.244825364,11,7,16,1,1
7861,94.51,-2.262271474,14,7,13,1,1
7862,94.51,-2.262271474,14,7,13,1,1
7863,94.51,-2.266944258,19,20,19,1,0
7864,94.51,-2.398090807,19,20,19,1,0
7865,94.51,-2.418884985,19,20,19,1,0
7866,94.51,-2.4813257230000003,19,20,19,1,0
7867,94.51,-2.504876195,15,7,12,1,1
7868,94.51,-2.504876195,15,7,12,1,1
7869,94.51,-2.504876195,15,7,12,1,1
7870,94.51,-2.504876195,15,7,12,1,1
7871,94.51,-2.596874855,7,6,19,1,1
7872,94.51,-2.608973676,19,20,19,1,0
7873,94.51,-2.648218554,18,6,8,1,1
7874,94.51,-2.745811321,14,5,11,1,1
7875,94.51,-2.757249253,10,5,15,1,1
7876,94.51,-2.774789446,19,20,19,1,0
7877,94.51,-2.810556053,14,5,11,1,1
7878,94.51,-2.9305801810000003,9,6,17,1,1
7879,94.51,-3.0353006,13,6,13,1,1
7880,94.51,-3.0473090060000003,17,6,9,1,1
7881,94.51,-3.192509605,17,6,8,1,1
7882,94.51,-3.213416535,19,20,19,1,0
7883,94.51,-3.585188897,19,20,19,1,0
7884,94.51,-3.864283586,19,20,19,1,0
7885,94.51,-3.929934546,10,5,15,1,1
7886,94.51,-4.5169365710000005,14,6,12,1,1
7887,80.22,1.040077224,14,4,10,1,1
7888,80.22,0.092594749,14,4,10,1,1
7889,80.22,0.087332646,19,20,19,1,0
7890,80.22,-0.031041817000000006,12,5,13,1,1
7891,80.22,-0.035117007,18,4,6,1,1
7892,80.22,-0.041525598,14,4,10,1,1
7893,80.22,-0.120492695,19,20,19,1,0
7894,80.22,-0.17528727,19,20,19,1,0
7895,59.89,0.417031761,20,20,20,1,1
7896,71.98,0.415490259,20,20,20,1,1
7897,80.22,-0.276308841,19,20,19,1,0
7898,80.22,-0.352705051,19,20,19,1,0
7899,80.22,-0.353419834,19,20,19,1,0
7900,80.22,-0.39385547,19,20,19,1,0
7901,80.22,-0.39385547,19,5,6,1,1
7902,80.22,-0.404110034,19,20,19,1,0
7903,80.22,-0.407172144,19,20,19,1,0
7904,80.22,-0.4158928320000001,20,6,6,1,1
7905,80.22,-0.450482759,17,6,9,1,1
7906,80.22,-0.450482759,17,6,9,1,1
7907,80.22,-0.466583687,19,20,19,1,0
7908,80.22,-0.497963191,6,5,18,1,1
7909,80.22,-0.504107943,19,20,19,1,0
7910,80.22,-0.504107943,19,5,6,1,1
7911,80.22,-0.522526081,13,6,11,1,1
7912,80.22,-0.52992167,6,5,19,1,1
7913,80.22,-0.534601868,10,5,14,1,1
7914,80.22,-0.5478493289999999,19,20,19,1,0
7915,80.22,-0.556944825,9,5,16,1,1
7916,80.22,-0.580953135,19,20,19,1,0
7917,80.22,-0.59918362,7,6,19,1,1
7918,80.22,-0.59918362,7,6,19,1,1
7919,80.22,-0.60509449,19,20,19,1,0
7920,80.22,-0.615717254,18,4,6,1,1
7921,80.22,-0.631132536,19,20,19,1,0
7922,80.22,-0.637995939,19,20,19,1,0
7923,80.22,-0.6540007729999999,10,5,15,1,1
7924,42.31,0.405747958,20,20,20,1,1
7925,80.22,-0.6886214709999999,19,20,19,1,0
7926,80.22,-0.700912645,19,20,19,1,0
7927,80.22,-0.7088668709999999,15,5,10,1,1
7928,80.22,-0.7332399270000001,7,5,18,1,1
7929,80.22,-0.757465609,19,20,19,1,0
7930,80.22,-0.7702612259999999,19,20,19,1,0
7931,80.22,-0.7755583509999999,8,5,17,1,1
7932,80.22,-0.779910785,19,20,19,1,0
7933,80.22,-0.787818048,19,20,19,1,0
7934,8.52,0.401725285,20,20,20,1,1
7935,80.22,-0.79739247,19,20,19,1,0
7936,80.22,-0.8015668290000001,19,20,19,1,0
7937,80.22,-0.8174555040000001,10,5,15,1,1
7938,80.22,-0.8711252629999999,19,20,19,1,0
7939,80.22,-0.914390995,19,20,19,1,0
7940,1.85,0.287220424,20,20,20,0,1
7941,1.85,-1.405492946,20,20,20,0,1
7942,1.85,-4.22169569,20,20,20,0,1
7943,80.22,-0.947800758,19,20,19,1,0
7944,80.22,-0.961353645,19,20,19,1,0
7945,80.22,-0.984518861,19,20,19,1,0
7946,80.22,-1.014446241,7,5,18,1,1
7947,80.22,-1.039844378,19,20,19,1,0
7948,80.22,-1.042325189,19,20,19,1,0
7949,80.22,-1.045040544,10,6,16,1,1
7950,80.22,-1.045040544,10,6,16,1,1
7951,80.22,-1.05627308,19,20,19,1,0
7952,80.22,-1.060921319,16,5,9,1,1
7953,80.22,-1.065450273,16,5,8,1,1
7954,80.22,-1.067383927,19,20,19,1,0
7955,80.22,-1.080753792,11,5,14,1,1
7956,80.22,-1.093538023,5,4,19,1,1
7957,80.22,-1.098733709,19,20,19,1,0
7958,80.22,-1.10394966,19,20,19,1,0
7959,80.22,-1.105900741,15,5,10,1,1
7960,80.22,-1.120795528,18,5,7,1,1
7961,80.22,-1.123774794,19,20,19,1,0
7962,80.22,-1.130029597,18,5,7,1,1
7963,80.22,-1.147071972,7,6,17,1,1
7964,80.22,-1.21426763,17,4,7,1,1
7965,80.22,-1.238669079,19,20,19,1,0
7966,80.22,-1.286641555,19,20,19,1,0
7967,80.22,-1.294723578,11,5,13,1,1
7968,80.22,-1.302802513,19,20,19,1,0
7969,80.22,-1.359073094,18,6,8,1,1
7970,80.22,-1.359073094,18,6,8,1,1
7971,80.22,-1.359073094,18,6,8,1,1
7972,80.22,-1.362184948,9,5,16,1,1
7973,80.22,-1.381811022,14,4,10,1,1
7974,80.22,-1.381811022,14,4,10,1,1
7975,80.22,-1.381811022,14,4,10,1,1
7976,80.22,-1.390157589,11,6,15,1,1
7977,80.22,-1.390157589,11,6,15,1,1
7978,80.22,-1.400030556,11,5,14,1,1
7979,80.22,-1.422818025,13,6,13,1,1
7980,80.22,-1.422818025,13,6,13,1,1
7981,80.22,-1.429563036,15,6,11,1,1
7982,80.22,-1.429563036,15,6,11,1,1
7983,80.22,-1.429563036,15,6,11,1,1
7984,80.22,-1.429563036,15,6,11,1,1
7985,80.22,-1.441895509,8,5,16,1,1
7986,80.22,-1.485987807,19,20,19,1,0
7987,80.22,-1.5639463080000002,19,20,19,1,0
7988,80.22,-1.5829817030000002,19,20,19,1,0
7989,80.22,-1.583225232,19,20,19,1,0
7990,80.22,-1.587474685,16,5,9,1,1
7991,80.22,-1.588606308,8,5,17,1,1
7992,80.22,-1.620992175,19,20,19,1,0
7993,80.22,-1.638498903,17,5,8,1,1
7994,80.22,-1.64056881,5,4,19,1,1
7995,80.22,-1.666312769,5,4,19,1,1
7996,80.22,-1.6997016109999998,19,20,19,1,0
7997,80.22,-1.704369784,19,20,19,1,0
7998,80.22,-1.728971803,19,20,19,1,0
7999,80.22,-1.729814171,14,4,10,1,1
